,Symb.,Name,Sector,Period,Begin.,End,Pnl $,Pnl %,Gross Profit,Gross Loss,# Winners,# Loosers,% Winners,MaxDD $,MaxDD %,Aver. Win $,Aver. Loos $,Aver. Duration,Total Trades,% Long,% Short,Profit Factor
23,LNT,Alliant Energy Corp,Utilities,265 days 00:00:00.000000000,2018-11-07,2019-07-30,13381.09,36.53,14015.87,-634.78,17,3,85.0,-3788.73,-10.34,824.0,-212.0,7 days 16:48:00.000000000,20,75.0,25.0,22.08
24,ALL,Allstate Corp,Financials,265 days 00:00:00.000000000,2018-11-07,2019-07-30,5113.31,40.84,6455.18,-1341.87,30,9,76.92,-503.7,-4.02,215.0,-149.0,4 days 20:18:27.692307692,39,43.59,56.41,4.81
25,GOOGL,Alphabet Inc Class A,Information Technology,265 days 00:00:00.000000000,2018-11-07,2019-07-30,5267.02,55.68,6435.37,-1168.35,24,11,68.57,-674.56,-7.13,268.0,-106.0,4 days 19:53:08.571428571,35,22.86,77.14,5.51
26,GOOG,Alphabet Inc Class C,Information Technology,265 days 00:00:00.000000000,2018-11-07,2019-07-30,6818.01,71.66,7047.05,-229.04,33,5,86.84,-534.69,-5.62,214.0,-46.0,4 days 13:53:41.052631578,38,55.26,44.74,30.77
27,MO,Altria Group Inc,Consumer Staples,265 days 00:00:00.000000000,2018-11-07,2019-07-30,19950.44,85.01,21879.06,-1928.62,28,4,87.5,-2587.2,-11.02,781.0,-482.0,5 days 11:15:00.000000000,32,43.75,56.25,11.34
28,AMZN,Amazon.com Inc.,Consumer Discretionary,265 days 00:00:00.000000000,2018-11-07,2019-07-30,4201.96,68.33,4857.68,-655.72,16,11,59.26,-788.2,-12.82,304.0,-60.0,6 days 08:53:20.000000000,27,29.63,70.37,7.41
29,AEE,Ameren Corp,Utilities,265 days 00:00:00.000000000,2018-11-07,2019-07-30,13290.19,26.71,16037.13,-2746.94,15,4,78.95,-2175.36,-4.37,1069.0,-687.0,8 days 22:44:12.631578947,19,78.95,21.05,5.84
30,AAL,American Airlines Group,Industrials,265 days 00:00:00.000000000,2018-11-07,2019-07-30,7816.88,124.69,8361.53,-544.65,31,5,86.11,-1054.55,-16.82,270.0,-109.0,5 days 05:20:00.000000000,36,38.89,61.11,15.35
31,AEP,American Electric Power,Utilities,265 days 00:00:00.000000000,2018-11-07,2019-07-30,50935.11,57.06,53778.8,-2843.69,32,4,88.89,-4542.5,-5.09,1681.0,-711.0,4 days 17:20:00.000000000,36,63.89,36.11,18.91
32,AXP,American Express Co,Financials,265 days 00:00:00.000000000,2018-11-07,2019-07-30,3108.54,31.04,3941.82,-833.28,19,6,76.0,-731.34,-7.3,207.0,-139.0,7 days 00:00:00.000000000,25,72.0,28.0,4.73
33,AIG,"American International Group, Inc.",Financials,265 days 00:00:00.000000000,2018-11-07,2019-07-30,4578.18,52.09,5339.74,-761.56,24,5,82.76,-1302.9,-14.82,222.0,-152.0,6 days 06:37:14.482758620,29,34.48,65.52,7.01
34,AMT,American Tower Corp A,Real Estate,265 days 00:00:00.000000000,2018-11-07,2019-07-30,5733.96,25.42,9421.31,-3687.35,17,8,68.0,-1301.4,-5.77,554.0,-461.0,6 days 06:43:12.000000000,25,20.0,80.0,2.56
35,AWK,American Water Works Company Inc,Utilities,265 days 00:00:00.000000000,2018-11-07,2019-07-30,42001.25,58.42,43494.43,-1493.18,21,3,87.5,-2616.35,-3.64,2071.0,-498.0,6 days 16:00:00.000000000,24,75.0,25.0,29.13
36,AMP,Ameriprise Financial,Financials,265 days 00:00:00.000000000,2018-11-07,2019-07-30,3682.08,66.81,4559.36,-877.28,25,10,71.43,-655.62,-11.9,182.0,-88.0,4 days 11:39:25.714285714,35,31.43,68.57,5.2
37,ABC,AmerisourceBergen Corp,Health Care,265 days 00:00:00.000000000,2018-11-07,2019-07-30,10078.85,101.98,10530.02,-451.17,42,6,87.5,-842.52,-8.52,251.0,-75.0,3 days 18:30:00.000000000,48,56.25,43.75,23.34
38,AME,AMETEK Inc.,Industrials,265 days 00:00:00.000000000,2018-11-07,2019-07-30,4164.92,48.56,5052.0,-887.08,21,4,84.0,-622.38,-7.26,241.0,-222.0,8 days 03:50:24.000000000,25,44.0,56.0,5.7
39,AMGN,Amgen Inc.,Health Care,265 days 00:00:00.000000000,2018-11-07,2019-07-30,6864.71,77.08,6917.82,-53.11,32,3,91.43,-697.82,-7.84,216.0,-18.0,4 days 20:34:17.142857142,35,42.86,57.14,130.25
40,APH,Amphenol Corp,Information Technology,265 days 00:00:00.000000000,2018-11-07,2019-07-30,3683.28,37.07,4731.61,-1048.33,16,6,72.73,-636.46,-6.4,296.0,-175.0,8 days 10:54:32.727272727,22,63.64,36.36,4.51
41,APC,Anadarko Petroleum Corp,Energy,265 days 00:00:00.000000000,2018-11-07,2019-07-30,5789.17,100.92,6994.25,-1205.08,27,11,71.05,-523.98,-9.13,259.0,-110.0,3 days 22:06:18.947368421,38,39.47,60.53,5.8
42,ADI,"Analog Devices, Inc.",Information Technology,265 days 00:00:00.000000000,2018-11-07,2019-07-30,6798.48,94.81,7525.69,-727.21,34,7,82.93,-524.28,-7.31,221.0,-104.0,4 days 07:36:35.121951219,41,48.78,51.22,10.35
43,ANSS,ANSYS,Information Technology,265 days 00:00:00.000000000,2018-11-07,2019-07-30,7262.07,101.29,7274.94,-12.87,28,1,96.55,-220.16,-3.07,260.0,-13.0,6 days 06:37:14.482758620,29,62.07,37.93,565.26
44,ANTM,Anthem Inc.,Health Care,265 days 00:00:00.000000000,2018-11-07,2019-07-30,9964.66,75.39,11213.43,-1248.77,28,8,77.78,-2377.28,-17.99,400.0,-156.0,4 days 12:00:00.000000000,36,41.67,58.33,8.98
45,AON,Aon plc,Financials,265 days 00:00:00.000000000,2018-11-07,2019-07-30,3113.71,26.43,4519.19,-1405.48,25,10,71.43,-350.03,-2.97,181.0,-141.0,5 days 08:54:51.428571428,35,31.43,68.57,3.22
46,APA,Apache Corporation,Energy,265 days 00:00:00.000000000,2018-11-07,2019-07-30,4864.58,94.16,5905.24,-1040.66,30,10,75.0,-575.75,-11.14,197.0,-104.0,4 days 09:00:00.000000000,40,55.0,45.0,5.67
47,AIV,Apartment Investment & Management,Real Estate,265 days 00:00:00.000000000,2018-11-07,2019-07-30,10221.82,57.76,10902.8,-680.98,32,5,86.49,-970.92,-5.49,341.0,-136.0,4 days 15:34:03.243243243,37,59.46,40.54,16.01
48,AAPL,Apple Inc.,Information Technology,265 days 00:00:00.000000000,2018-11-07,2019-07-30,5418.24,67.71,6334.92,-916.68,13,5,72.22,-675.2,-8.44,487.0,-183.0,10 days 16:00:00.000000000,18,66.67,33.33,6.91
49,AMAT,Applied Materials Inc.,Information Technology,265 days 00:00:00.000000000,2018-11-07,2019-07-30,6744.96,110.0,7067.2,-322.24,28,6,82.35,-704.85,-11.5,252.0,-54.0,5 days 14:49:24.705882352,34,58.82,41.18,21.93
50,APTV,Aptiv Plc,Consumer Discretionary,265 days 00:00:00.000000000,2018-11-07,2019-07-30,6195.74,125.19,6875.94,-680.2,25,8,75.76,-704.7,-14.24,275.0,-85.0,6 days 00:00:00.000000000,33,54.55,45.45,10.11
51,ADM,Archer-Daniels-Midland Co,Consumer Staples,265 days 00:00:00.000000000,2018-11-07,2019-07-30,4373.82,44.19,4918.34,-544.52,21,5,80.77,-441.32,-4.46,234.0,-109.0,5 days 00:00:00.000000000,26,50.0,50.0,9.03
52,ARNC,Arconic Inc.,Industrials,265 days 00:00:00.000000000,2018-11-07,2019-07-30,2949.47,44.47,5559.67,-2610.2,29,17,63.04,-338.52,-5.1,192.0,-154.0,3 days 05:13:02.608695652,46,36.96,63.04,2.13
53,AJG,Arthur J. Gallagher & Co.,Financials,265 days 00:00:00.000000000,2018-11-07,2019-07-30,2759.3,21.91,4114.73,-1355.43,19,8,70.37,-531.3,-4.22,217.0,-169.0,6 days 17:46:40.000000000,27,25.93,74.07,3.04
54,AIZ,Assurant Inc.,Financials,265 days 00:00:00.000000000,2018-11-07,2019-07-30,12202.49,59.25,12677.88,-475.39,25,5,83.33,-1991.0,-9.67,507.0,-95.0,4 days 20:00:00.000000000,30,46.67,53.33,26.67
55,T,AT&T Inc.,Telecommunication Services,265 days 00:00:00.000000000,2018-11-07,2019-07-30,10645.57,68.92,11073.95,-428.38,28,7,80.0,-551.67,-3.57,395.0,-61.0,5 days 13:01:42.857142857,35,45.71,54.29,25.85
56,ADSK,Autodesk Inc.,Information Technology,265 days 00:00:00.000000000,2018-11-07,2019-07-30,2043.06,36.27,2917.82,-874.76,12,4,75.0,-392.48,-6.97,243.0,-219.0,11 days 18:00:00.000000000,16,50.0,50.0,3.34
57,ADP,Automatic Data Processing,Information Technology,265 days 00:00:00.000000000,2018-11-07,2019-07-30,4514.26,40.12,5162.38,-648.12,18,5,78.26,-801.9,-7.13,287.0,-130.0,5 days 00:00:00.000000000,23,43.48,56.52,7.97
58,AZO,AutoZone Inc,Consumer Discretionary,265 days 00:00:00.000000000,2018-11-07,2019-07-30,8794.95,53.31,9974.85,-1179.9,17,8,68.0,-859.52,-5.21,587.0,-147.0,7 days 07:40:48.000000000,25,48.0,52.0,8.45
59,AVB,"AvalonBay Communities, Inc.",Real Estate,265 days 00:00:00.000000000,2018-11-07,2019-07-30,10466.04,54.64,10722.66,-256.62,29,1,96.67,-940.03,-4.91,370.0,-257.0,6 days 02:24:00.000000000,30,63.33,36.67,41.78
60,AVY,Avery Dennison Corp,Materials,265 days 00:00:00.000000000,2018-11-07,2019-07-30,3441.03,46.01,4165.62,-724.59,23,6,79.31,-660.8,-8.83,181.0,-121.0,5 days 13:14:28.965517241,29,51.72,48.28,5.75
61,BHGE,"Baker Hughes, a GE Company",Energy,265 days 00:00:00.000000000,2018-11-07,2019-07-30,5039.98,48.94,7557.96,-2517.98,12,6,66.67,-1447.8,-14.06,630.0,-420.0,11 days 02:40:00.000000000,18,55.56,44.44,3.0
62,BLL,Ball Corp,Materials,265 days 00:00:00.000000000,2018-11-07,2019-07-30,8555.26,65.09,9004.66,-449.4,6,2,75.0,-932.4,-7.09,1501.0,-225.0,21 days 21:00:00.000000000,8,75.0,25.0,20.04
63,BAC,Bank of America Corp,Financials,265 days 00:00:00.000000000,2018-11-07,2019-07-30,1522.05,23.44,2654.78,-1132.73,22,10,68.75,-532.8,-8.21,121.0,-113.0,4 days 19:30:00.000000000,32,21.88,78.12,2.34
64,BAX,Baxter International Inc.,Health Care,265 days 00:00:00.000000000,2018-11-07,2019-07-30,2848.98,29.16,3234.95,-385.97,15,3,83.33,-722.24,-7.39,216.0,-129.0,7 days 06:40:00.000000000,18,50.0,50.0,8.38
65,BBT,BB&T Corporation,Financials,265 days 00:00:00.000000000,2018-11-07,2019-07-30,3208.78,36.04,4793.25,-1584.47,19,11,63.33,-223.17,-2.51,252.0,-144.0,5 days 06:24:00.000000000,30,53.33,46.67,3.03
66,BDX,Becton Dickinson,Health Care,265 days 00:00:00.000000000,2018-11-07,2019-07-30,6061.18,66.94,6246.74,-185.56,25,3,89.29,-795.5,-8.79,250.0,-62.0,5 days 12:00:00.000000000,28,60.71,39.29,33.66
67,BBY,Best Buy Co. Inc.,Consumer Discretionary,265 days 00:00:00.000000000,2018-11-07,2019-07-30,12325.7,124.11,12677.69,-351.99,27,6,81.82,-2375.06,-23.91,470.0,-59.0,5 days 14:32:43.636363636,33,33.33,66.67,36.02
68,BIIB,Biogen Inc.,Health Care,265 days 00:00:00.000000000,2018-11-07,2019-07-30,12083.92,133.84,12340.94,-257.02,33,4,89.19,-2902.2,-32.14,374.0,-64.0,4 days 08:25:56.756756756,37,54.05,45.95,48.02
69,BLK,BlackRock,Financials,265 days 00:00:00.000000000,2018-11-07,2019-07-30,4267.91,64.06,4599.08,-331.17,23,5,82.14,-596.7,-8.96,200.0,-66.0,6 days 19:42:51.428571428,28,57.14,42.86,13.89
70,HRB,Block H&R,Financials,265 days 00:00:00.000000000,2018-11-07,2019-07-30,43786.34,84.42,45160.26,-1373.92,29,5,85.29,-7910.76,-15.25,1557.0,-275.0,4 days 17:38:49.411764705,34,55.88,44.12,32.87
71,BA,Boeing Company,Industrials,265 days 00:00:00.000000000,2018-11-07,2019-07-30,7620.59,103.47,7985.25,-364.66,27,3,90.0,-811.8,-11.02,296.0,-122.0,5 days 20:00:00.000000000,30,53.33,46.67,21.9
72,BKNG,Booking Holdings Inc,Consumer Discretionary,265 days 00:00:00.000000000,2018-11-07,2019-07-30,6322.76,70.23,7426.31,-1103.55,20,7,74.07,-518.25,-5.76,371.0,-158.0,6 days 00:53:20.000000000,27,62.96,37.04,6.73
73,BWA,BorgWarner,Consumer Discretionary,265 days 00:00:00.000000000,2018-11-07,2019-07-30,3244.64,58.59,4715.11,-1470.47,31,13,70.45,-640.59,-11.57,152.0,-113.0,3 days 14:43:38.181818181,44,27.27,72.73,3.21
74,BXP,Boston Properties,Real Estate,265 days 00:00:00.000000000,2018-11-07,2019-07-30,8747.68,80.53,8897.34,-149.66,31,4,88.57,-687.14,-6.33,287.0,-37.0,4 days 15:05:08.571428571,35,60.0,40.0,59.45
75,BSX,Boston Scientific,Health Care,265 days 00:00:00.000000000,2018-11-07,2019-07-30,8768.48,76.06,9639.4,-870.92,27,9,75.0,-982.7,-8.52,357.0,-97.0,4 days 16:00:00.000000000,36,52.78,47.22,11.07
76,BHF,Brighthouse Financial Inc,Financials,112 days 00:00:00.000000000,2019-04-09,2019-07-30,-310.26,-5.11,274.4,-584.66,2,4,33.33,-208.29,-3.43,137.0,-146.0,2 days 20:00:00.000000000,6,16.67,83.33,0.47
77,BMY,Bristol-Myers Squibb,Health Care,265 days 00:00:00.000000000,2018-11-07,2019-07-30,10629.11,78.66,10937.92,-308.81,30,4,88.24,-1162.46,-8.6,365.0,-77.0,4 days 17:38:49.411764705,34,44.12,55.88,35.42
