"Symbol","Name","Sector"
"AJG","Arthur J. Gallagher & Co.","Financials"
"AIZ","Assurant","Financials"
"T","AT&T Inc.","Communication_Services"
"ATO","Atmos Energy","Utilities"
"ADSK","Autodesk Inc.","Information_Technology"
"ADP","Automatic Data Processing","Information_Technology"
"AZO","AutoZone Inc","Consumer_Discretionary"
"AVB","AvalonBay Communities","Real_Estate"
"AVY","Avery Dennison Corp","Materials"
"BKR","Baker Hughes Co","Energy"
"BLL","Ball Corp","Materials"
"BAC","Bank of America Corp","Financials"
"BAX","Baxter International Inc.","Health_Care"
"BDX","Becton Dickinson","Health_Care"
"BRK.B","Berkshire Hathaway","Financials"
"BBY","Best Buy Co. Inc.","Consumer_Discretionary"
"BIO","Bio-Rad Laboratories","Health_Care"
"BIIB","Biogen Inc.","Health_Care"
"BLK","BlackRock","Financials"
"BA","Boeing Company","Industrials"
"BKNG","Booking Holdings Inc","Consumer_Discretionary"
"BWA","BorgWarner","Consumer_Discretionary"
"BXP","Boston Properties","Real_Estate"
"BSX","Boston Scientific","Health_Care"
"BMY","Bristol-Myers Squibb","Health_Care"
"AVGO","Broadcom Inc.","Information_Technology"
"BR","Broadridge Financial Solutions","Information_Technology"
"BF.B","Brown-Forman Corp.","Consumer_Staples"
"CHRW","C. H. Robinson Worldwide","Industrials"
"COG","Cabot Oil & Gas","Energy"
"CDNS","Cadence Design Systems","Information_Technology"
"CPB","Campbell Soup","Consumer_Staples"
"COF","Capital One Financial","Financials"
"CAH","Cardinal Health Inc.","Health_Care"
"KMX","Carmax Inc","Consumer_Discretionary"
"CCL","Carnival Corp.","Consumer_Discretionary"
"CARR","Carrier Global","Industrials"
"CAT","Caterpillar Inc.","Industrials"
"CBOE","Cboe Global Markets","Financials"
"CBRE","CBRE Group","Real_Estate"
"CDW","CDW","Information_Technology"
"CE","Celanese","Materials"
"CNC","Centene Corporation","Health_Care"
"CNP","CenterPoint Energy","Utilities"
"CTL","CenturyLink Inc","Communication_Services"
"CERN","Cerner","Health_Care"
"CF","CF Industries Holdings Inc","Materials"
"SCHW","Charles Schwab Corporation","Financials"
"CHTR","Charter Communications","Communication_Services"
"CVX","Chevron Corp.","Energy"
"CMG","Chipotle Mexican Grill","Consumer_Discretionary"
"CB","Chubb Limited","Financials"
"CHD","Church & Dwight","Consumer_Staples"
"CI","CIGNA Corp.","Health_Care"
"CINF","Cincinnati Financial","Financials"
"CTAS","Cintas Corporation","Industrials"
"CSCO","Cisco Systems","Information_Technology"
"C","Citigroup Inc.","Financials"
"CFG","Citizens Financial Group","Financials"
"CTXS","Citrix Systems","Information_Technology"
"CME","CME Group Inc.","Financials"
"CMS","CMS Energy","Utilities"
"KO","Coca-Cola Company","Consumer_Staples"
"CTSH","Cognizant Technology Solutions","Information_Technology"
"CL","Colgate-Palmolive","Consumer_Staples"
"CMCSA","Comcast Corp.","Communication_Services"
"CMA","Comerica Inc.","Financials"
"CAG","Conagra Brands","Consumer_Staples"
"CXO","Concho Resources","Energy"
"COP","ConocoPhillips","Energy"
"ED","Consolidated Edison","Utilities"
"STZ","Constellation Brands","Consumer_Staples"
"CPRT","Copart Inc","Industrials"
"GLW","Corning Inc.","Information_Technology"
"CTVA","Corteva","Materials"
"COST","Costco Wholesale Corp.","Consumer_Staples"
"COTY","Coty Inc","Consumer_Staples"
"CCI","Crown Castle International Corp.","Real_Estate"
"CSX","CSX Corp.","Industrials"
"CMI","Cummins Inc.","Industrials"
"CVS","CVS Health","Health_Care"
"DHI","D. R. Horton","Consumer_Discretionary"
"DHR","Danaher Corp.","Health_Care"
"DRI","Darden Restaurants","Consumer_Discretionary"
"DVA","DaVita Inc.","Health_Care"
"DE","Deere & Co.","Industrials"
"DAL","Delta Air Lines Inc.","Industrials"
"XRAY","Dentsply Sirona","Health_Care"
"DVN","Devon Energy","Energy"
"DXCM","DexCom","Health_Care"
"FANG","Diamondback Energy","Energy"
"DLR","Digital Realty Trust Inc","Real_Estate"
"DFS","Discover Financial Services","Financials"
"DISCA","Discovery Inc. (Class A)","Communication_Services"
"DISCK","Discovery Inc. (Class C)","Communication_Services"
"DISH","Dish Network","Communication_Services"
"DG","Dollar General","Consumer_Discretionary"
"DLTR","Dollar Tree","Consumer_Discretionary"
"D","Dominion Energy","Utilities"
"DPZ","Domino's Pizza","Consumer_Discretionary"
"DOV","Dover Corporation","Industrials"
"DOW","Dow Inc.","Materials"
"DTE","DTE Energy Co.","Utilities"
"DUK","Duke Energy","Utilities"
"DRE","Duke Realty Corp","Real_Estate"
"DD","DuPont de Nemours Inc","Materials"
"DXC","DXC Technology","Information_Technology"
"ETFC","E*Trade","Financials"
"EMN","Eastman Chemical","Materials"
"ETN","Eaton Corporation","Industrials"
"EBAY","eBay Inc.","Consumer_Discretionary"
"ECL","Ecolab Inc.","Materials"
"EIX","Edison Int'l","Utilities"
"EW","Edwards Lifesciences","Health_Care"
"EA","Electronic Arts","Communication_Services"
"EMR","Emerson Electric Company","Industrials"
"ETR","Entergy Corp.","Utilities"
"EOG","EOG Resources","Energy"
"EFX","Equifax Inc.","Industrials"
"EQIX","Equinix","Real_Estate"
"EQR","Equity Residential","Real_Estate"
"ESS","Essex Property Trust Inc.","Real_Estate"
"EL","Estée Lauder Companies","Consumer_Staples"
"RE","Everest Re Group Ltd.","Financials"
"EVRG","Evergy","Utilities"
"ES","Eversource Energy","Utilities"
"EXC","Exelon Corp.","Utilities"
"EXPE","Expedia Group","Consumer_Discretionary"
"EXPD","Expeditors","Industrials"
"EXR","Extra Space Storage","Real_Estate"
"XOM","Exxon Mobil Corp.","Energy"
"FFIV","F5 Networks","Information_Technology"
"FB","Facebook Inc.","Communication_Services"
"FAST","Fastenal Co","Industrials"
"FRT","Federal Realty Investment Trust","Real_Estate"
"FDX","FedEx Corporation","Industrials"
"FIS","Fidelity National Information Services","Information_Technology"
"FITB","Fifth Third Bancorp","Financials"
"FRC","First Republic Bank","Financials"
"FE","FirstEnergy Corp","Utilities"
"FISV","Fiserv Inc","Information_Technology"
"FLT","FleetCor Technologies Inc","Information_Technology"
"FLIR","FLIR Systems","Information_Technology"
"FLS","Flowserve Corporation","Industrials"
"FMC","FMC Corporation","Materials"
"F","Ford Motor Company","Consumer_Discretionary"
"FTNT","Fortinet","Information_Technology"
"FTV","Fortive Corp","Industrials"
"FBHS","Fortune Brands Home & Security","Industrials"
"FOXA","Fox Corporation (Class A)","Communication_Services"
"FOX","Fox Corporation (Class B)","Communication_Services"
"BEN","Franklin Resources","Financials"
"FCX","Freeport-McMoRan Inc.","Materials"
"GPS","Gap Inc.","Consumer_Discretionary"
"GRMN","Garmin Ltd.","Consumer_Discretionary"
"IT","Gartner Inc","Information_Technology"
"GD","General Dynamics","Industrials"
"GE","General Electric","Industrials"
"GIS","General Mills","Consumer_Staples"
"GM","General Motors","Consumer_Discretionary"
"GPC","Genuine Parts","Consumer_Discretionary"
"GILD","Gilead Sciences","Health_Care"
"GPN","Global Payments Inc.","Information_Technology"
"GL","Globe Life Inc.","Financials"
"GS","Goldman Sachs Group","Financials"
"GWW","Grainger (W.W.) Inc.","Industrials"
"HRB","H&R Block","Consumer_Discretionary"
"HAL","Halliburton Co.","Energy"
"HBI","Hanesbrands Inc","Consumer_Discretionary"
"HIG","Hartford Financial Svc.Gp.","Financials"
"HAS","Hasbro Inc.","Consumer_Discretionary"
"HCA","HCA Healthcare","Health_Care"
"PEAK","Healthpeak Properties","Real_Estate"
"HSIC","Henry Schein","Health_Care"
"HES","Hess Corporation","Energy"
"HPE","Hewlett Packard Enterprise","Information_Technology"
"HLT","Hilton Worldwide Holdings Inc","Consumer_Discretionary"
"HFC","HollyFrontier Corp","Energy"
"HOLX","Hologic","Health_Care"
"HD","Home Depot","Consumer_Discretionary"
"HON","Honeywell Int'l Inc.","Industrials"
"HRL","Hormel Foods Corp.","Consumer_Staples"
"HST","Host Hotels & Resorts","Real_Estate"
"HWM","Howmet Aerospace","Industrials"
"HPQ","HP Inc.","Information_Technology"
"HUM","Humana Inc.","Health_Care"
"HBAN","Huntington Bancshares","Financials"
"HII","Huntington Ingalls Industries","Industrials"
"IEX","IDEX Corporation","Industrials"
"IDXX","IDEXX Laboratories","Health_Care"
"INFO","IHS Markit Ltd.","Industrials"
"ITW","Illinois Tool Works","Industrials"
"ILMN","Illumina Inc","Health_Care"
"INCY","Incyte","Health_Care"
"IR","Ingersoll Rand","Industrials"
"INTC","Intel Corp.","Information_Technology"
"ICE","Intercontinental Exchange","Financials"
"IBM","International Business Machines","Information_Technology"
"IP","International Paper","Materials"
"IPG","Interpublic Group","Communication_Services"
"IFF","Intl Flavors & Fragrances","Materials"
"INTU","Intuit Inc.","Information_Technology"
"ISRG","Intuitive Surgical Inc.","Health_Care"
"IVZ","Invesco Ltd.","Financials"
"IPGP","IPG Photonics Corp.","Information_Technology"
"IQV","IQVIA Holdings Inc.","Health_Care"
"IRM","Iron Mountain Incorporated","Real_Estate"
"JBHT","J. B. Hunt Transport Services","Industrials"
"JKHY","Jack Henry & Associates","Information_Technology"
"J","Jacobs Engineering Group","Industrials"
"SJM","JM Smucker","Consumer_Staples"
"JNJ","Johnson & Johnson","Health_Care"
"JCI","Johnson Controls International","Industrials"
"JPM","JPMorgan Chase & Co.","Financials"
"JNPR","Juniper Networks","Information_Technology"
"KSU","Kansas City Southern","Industrials"
"K","Kellogg Co.","Consumer_Staples"
"KEY","KeyCorp","Financials"
"KEYS","Keysight Technologies","Information_Technology"
"KMB","Kimberly-Clark","Consumer_Staples"
"KIM","Kimco Realty","Real_Estate"
"KMI","Kinder Morgan","Energy"
"KLAC","KLA Corporation","Information_Technology"
"KSS","Kohl's Corp.","Consumer_Discretionary"
"KHC","Kraft Heinz Co","Consumer_Staples"
"KR","Kroger Co.","Consumer_Staples"
"LB","L Brands Inc.","Consumer_Discretionary"
"LHX","L3Harris Technologies","Industrials"
"LH","Laboratory Corp. of America Holding","Health_Care"
"LRCX","Lam Research","Information_Technology"
"LW","Lamb Weston Holdings Inc","Consumer_Staples"
"LVS","Las Vegas Sands","Consumer_Discretionary"
"LEG","Leggett & Platt","Consumer_Discretionary"
"LDOS","Leidos Holdings","Information_Technology"
"LEN","Lennar Corp.","Consumer_Discretionary"
"LLY","Lilly (Eli) & Co.","Health_Care"
"LNC","Lincoln National","Financials"
"LIN","Linde plc","Materials"
"LYV","Live Nation Entertainment","Communication_Services"
"LKQ","LKQ Corporation","Consumer_Discretionary"
"LMT","Lockheed Martin Corp.","Industrials"
"L","Loews Corp.","Financials"
"LOW","Lowe's Cos.","Consumer_Discretionary"
"LYB","LyondellBasell","Materials"
"MTB","M&T Bank Corp.","Financials"
"MRO","Marathon Oil Corp.","Energy"
"MPC","Marathon Petroleum","Energy"
"MKTX","MarketAxess","Financials"
"MAR","Marriott Int'l.","Consumer_Discretionary"
"MMC","Marsh & McLennan","Financials"
"MLM","Martin Marietta Materials","Materials"
"MAS","Masco Corp.","Industrials"
"MA","Mastercard Inc.","Information_Technology"
"MXIM","Maxim Integrated Products Inc","Information_Technology"
"MKC","McCormick & Co.","Consumer_Staples"
"MCD","McDonald's Corp.","Consumer_Discretionary"
"MCK","McKesson Corp.","Health_Care"
"MDT","Medtronic plc","Health_Care"
"MRK","Merck & Co.","Health_Care"
"MET","MetLife Inc.","Financials"
"MTD","Mettler Toledo","Health_Care"
"MGM","MGM Resorts International","Consumer_Discretionary"
"MCHP","Microchip Technology","Information_Technology"
"MU","Micron Technology","Information_Technology"
"MSFT","Microsoft Corp.","Information_Technology"
"MAA","Mid-America Apartments","Real_Estate"
"MHK","Mohawk Industries","Consumer_Discretionary"
"TAP","Molson Coors Brewing Company","Consumer_Staples"
"MDLZ","Mondelez International","Consumer_Staples"
"MNST","Monster Beverage","Consumer_Staples"
"MCO","Moody's Corp","Financials"
"MS","Morgan Stanley","Financials"
"MSI","Motorola Solutions Inc.","Information_Technology"
"MSCI","MSCI Inc","Financials"
"MYL","Mylan N.V.","Health_Care"
"NDAQ","Nasdaq Inc.","Financials"
"NOV","National Oilwell Varco Inc.","Energy"
"NTAP","NetApp","Information_Technology"
"NFLX","Netflix Inc.","Communication_Services"
"NWL","Newell Brands","Consumer_Discretionary"
"NEM","Newmont Corporation","Materials"
"NWSA","News Corp. Class A","Communication_Services"
"NWS","News Corp. Class B","Communication_Services"
"NEE","NextEra Energy","Utilities"
"NLSN","Nielsen Holdings","Industrials"
"NKE","Nike","Consumer_Discretionary"
"NI","NiSource Inc.","Utilities"
"NBL","Noble Energy Inc","Energy"
"NSC","Norfolk Southern Corp.","Industrials"
"NTRS","Northern Trust Corp.","Financials"
"NOC","Northrop Grumman","Industrials"
"NLOK","NortonLifeLock","Information_Technology"
"NCLH","Norwegian Cruise Line Holdings","Consumer_Discretionary"
"NRG","NRG Energy","Utilities"
"NUE","Nucor Corp.","Materials"
"NVDA","Nvidia Corporation","Information_Technology"
"NVR","NVR Inc","Consumer_Discretionary"
"ORLY","O'Reilly Automotive","Consumer_Discretionary"
"OXY","Occidental Petroleum","Energy"
"ODFL","Old Dominion Freight Line","Industrials"
"OMC","Omnicom Group","Communication_Services"
"OKE","ONEOK","Energy"
"ORCL","Oracle Corp.","Information_Technology"
"OTIS","Otis Worldwide","Industrials"
"PCAR","PACCAR Inc.","Industrials"
"PKG","Packaging Corporation of America","Materials"
"PH","Parker-Hannifin","Industrials"
"PAYX","Paychex Inc.","Information_Technology"
"PAYC","Paycom","Information_Technology"
"PYPL","PayPal","Information_Technology"
"PNR","Pentair plc","Industrials"
"PBCT","People's United Financial","Financials"
"PEP","PepsiCo Inc.","Consumer_Staples"
"PKI","PerkinElmer","Health_Care"
"PRGO","Perrigo","Health_Care"
"PFE","Pfizer Inc.","Health_Care"
"PM","Philip Morris International","Consumer_Staples"
"PSX","Phillips 66","Energy"
"PNW","Pinnacle West Capital","Utilities"
"PXD","Pioneer Natural Resources","Energy"
"PNC","PNC Financial Services","Financials"
"PPG","PPG Industries","Materials"
"PPL","PPL Corp.","Utilities"
"PFG","Principal Financial Group","Financials"
"PG","Procter & Gamble","Consumer_Staples"
"PGR","Progressive Corp.","Financials"
"PLD","Prologis","Real_Estate"
"PRU","Prudential Financial","Financials"
"PEG","Public Serv. Enterprise Inc.","Utilities"
"PSA","Public Storage","Real_Estate"
"PHM","PulteGroup","Consumer_Discretionary"
"PVH","PVH Corp.","Consumer_Discretionary"
"QRVO","Qorvo","Information_Technology"
"QCOM","QUALCOMM Inc.","Information_Technology"
"PWR","Quanta Services Inc.","Industrials"
"DGX","Quest Diagnostics","Health_Care"
"RL","Ralph Lauren Corporation","Consumer_Discretionary"
"RJF","Raymond James Financial Inc.","Financials"
"RTX","Raytheon Technologies","Industrials"
"O","Realty Income Corporation","Real_Estate"
"REG","Regency Centers Corporation","Real_Estate"
"REGN","Regeneron Pharmaceuticals","Health_Care"
"RF","Regions Financial Corp.","Financials"
"RSG","Republic Services Inc","Industrials"
"RMD","ResMed","Health_Care"
"RHI","Robert Half International","Industrials"
"ROK","Rockwell Automation Inc.","Industrials"
"ROL","Rollins Inc.","Industrials"
"ROP","Roper Technologies","Industrials"
"ROST","Ross Stores","Consumer_Discretionary"
"RCL","Royal Caribbean Cruises Ltd","Consumer_Discretionary"
"SPGI","S&P Global Inc.","Financials"
"CRM","Salesforce.com","Information_Technology"
"SBAC","SBA Communications","Real_Estate"
"SLB","Schlumberger Ltd.","Energy"
"STX","Seagate Technology","Information_Technology"
"SEE","Sealed Air","Materials"
"SRE","Sempra Energy","Utilities"
"NOW","ServiceNow","Information_Technology"
"SHW","Sherwin-Williams","Materials"
"SPG","Simon Property Group Inc","Real_Estate"
"SWKS","Skyworks Solutions","Information_Technology"
"SLG","SL Green Realty","Real_Estate"
"SNA","Snap-on","Industrials"
"SO","Southern Company","Utilities"
"LUV","Southwest Airlines","Industrials"
"SWK","Stanley Black & Decker","Industrials"
"SBUX","Starbucks Corp.","Consumer_Discretionary"
"STT","State Street Corp.","Financials"
"STE","STERIS plc","Health_Care"
"SYK","Stryker Corp.","Health_Care"
"SIVB","SVB Financial","Financials"
"SYF","Synchrony Financial","Financials"
"SNPS","Synopsys Inc.","Information_Technology"
"SYY","Sysco Corp.","Consumer_Staples"
"TMUS","T-Mobile US","Communication_Services"
"TROW","T. Rowe Price Group","Financials"
"TTWO","Take-Two Interactive","Communication_Services"
"TPR","Tapestry Inc.","Consumer_Discretionary"
"TGT","Target Corp.","Consumer_Discretionary"
"TEL","TE Connectivity Ltd.","Information_Technology"
"FTI","TechnipFMC","Energy"
"TDY","Teledyne Technologies","Industrials"
"TFX","Teleflex","Health_Care"
"TXN","Texas Instruments","Information_Technology"
"TXT","Textron Inc.","Industrials"
"BK","The Bank of New York Mellon","Financials"
"CLX","The Clorox Company","Consumer_Staples"
"COO","The Cooper Companies","Health_Care"
"HSY","The Hershey Company","Consumer_Staples"
"MOS","The Mosaic Company","Materials"
"TRV","The Travelers Companies Inc.","Financials"
"DIS","The Walt Disney Company","Communication_Services"
"TMO","Thermo Fisher Scientific","Health_Care"
"TIF","Tiffany & Co.","Consumer_Discretionary"
"TJX","TJX Companies Inc.","Consumer_Discretionary"
"TSCO","Tractor Supply Company","Consumer_Discretionary"
"TT","Trane Technologies plc","Industrials"
"TDG","TransDigm Group","Industrials"
"TFC","Truist Financial","Financials"
"TWTR","Twitter Inc.","Communication_Services"
"TYL","Tyler Technologies","Technology"
"TSN","Tyson Foods","Consumer_Staples"
"USB","U.S. Bancorp","Financials"
"UDR","UDR Inc.","Real_Estate"
"ULTA","Ulta Beauty","Consumer_Discretionary"
"UAA","Under Armour (Class A)","Consumer_Discretionary"
"UA","Under Armour (Class C)","Consumer_Discretionary"
"UNP","Union Pacific Corp","Industrials"
"UAL","United Airlines Holdings","Industrials"
"UNH","United Health Group Inc.","Health_Care"
"UPS","United Parcel Service","Industrials"
"URI","United Rentals Inc.","Industrials"
"UHS","Universal Health Services Inc.","Health_Care"
"UNM","Unum Group","Financials"
"VFC","V.F. Corp.","Consumer_Discretionary"
"VLO","Valero Energy","Energy"
"VAR","Varian Medical Systems","Health_Care"
"VTR","Ventas Inc","Real_Estate"
"VRSN","Verisign Inc.","Information_Technology"
"VRSK","Verisk Analytics","Industrials"
"VZ","Verizon Communications","Communication_Services"
"VRTX","Vertex Pharmaceuticals Inc","Health_Care"
"VIAC","ViacomCBS","Communication_Services"
"V","Visa Inc.","Information_Technology"
"VNO","Vornado Realty Trust","Real_Estate"
"VMC","Vulcan Materials","Materials"
"WRB","W. R. Berkley Corporation","Financials"
"WAB","Wabtec Corporation","Industrials"
"WBA","Walgreens Boots Alliance","Consumer_Staples"
"WMT","Walmart","Consumer_Staples"
"WM","Waste Management Inc.","Industrials"
"WAT","Waters Corporation","Health_Care"
"WEC","WEC Energy Group","Utilities"
"WFC","Wells Fargo","Financials"
"WELL","Welltower Inc.","Real_Estate"
"WST","West Pharmaceutical Services","Health_Care"
"WDC","Western Digital","Information_Technology"
"WU","Western Union Co","Information_Technology"
"WRK","WestRock","Materials"
"WY","Weyerhaeuser","Real_Estate"
"WHR","Whirlpool Corp.","Consumer_Discretionary"
"WMB","Williams Companies","Energy"
"WLTW","Willis Towers Watson","Financials"
"WYNN","Wynn Resorts Ltd","Consumer_Discretionary"
"XEL","Xcel Energy Inc","Utilities"
"XRX","Xerox","Information_Technology"
"XLNX","Xilinx","Information_Technology"
"XYL","Xylem Inc.","Industrials"
"YUM","Yum! Brands Inc","Consumer_Discretionary"
"ZBRA","Zebra Technologies","Information_Technology"
"ZBH","Zimmer Biomet Holdings","Health_Care"
"ZION","Zions Bancorp","Financials"
"ZTS","Zoetis","Health_Care"
