,Symb.,Name,Sector,Period,Begin.,End,Pnl $,Pnl %,Gross Profit,Gross Loss,# Winners,# Loosers,% Winners,MaxDD $,MaxDD %,Aver. Win $,Aver. Loos $,Aver. Duration,Total Trades,% Long,% Short,Profit Factor
25,ALL,Allstate Corp,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496719.36,9934.39,1944.23,-224.87,11.0,2.0,84.62,-108.58,-2.17,177.0,-112.0,13 days 20:18:27.692307692,13,100.0,0.0,8.65
26,GOOGL,Alphabet Inc Class A,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494390.28,9887.81,0.0,-609.72,0.0001,1.0,0.01,-248.4,-4.97,0.0,-610.0,0 days 00:00:00.000000000,1,0.0,100.0,0.0
27,GOOG,Alphabet Inc Class C,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494373.04,9887.46,0.0,-626.96,0.0001,1.0,0.01,-260.95,-5.22,0.0,-627.0,0 days 00:00:00.000000000,1,0.0,100.0,0.0
28,MO,Altria Group Inc,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494474.56,9889.49,702.51,-1227.95,6.0,7.0,46.15,-820.8,-16.42,117.0,-175.0,16 days 01:50:46.153846153,13,53.85,46.15,0.57
29,AMZN,Amazon.com Inc.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496131.91,9922.64,1687.54,-555.63,7.0,1.0,87.5,-662.97,-13.26,241.0,-556.0,23 days 21:00:00.000000000,8,100.0,0.0,3.04
30,AEE,Ameren Corp,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495921.71,9918.43,1144.64,-222.93,15.0,7.0,68.18,-161.85,-3.24,76.0,-32.0,7 days 17:27:16.363636363,22,81.82,18.18,5.13
31,AAL,American Airlines Group,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495665.47,9913.31,2358.45,-1692.98,7.0,10.0,41.18,-750.4,-15.01,337.0,-169.0,11 days 07:03:31.764705882,17,88.24,11.76,1.39
32,AEP,American Electric Power,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496744.75,9934.9,1938.71,-193.96,16.0,5.0,76.19,-160.6,-3.21,121.0,-39.0,8 days 05:42:51.428571428,21,66.67,33.33,10.0
33,AXP,American Express Co,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496314.02,9926.28,1619.48,-305.46,8.0,4.0,66.67,-365.67,-7.31,202.0,-76.0,12 days 22:00:00.000000000,12,83.33,16.67,5.3
34,AIG,"American International Group, Inc.",Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497817.41,9956.35,3559.27,-741.86,28.0,15.0,65.12,-310.64,-6.21,127.0,-49.0,3 days 10:36:16.744186046,43,51.16,48.84,4.8
35,AMT,American Tower Corp A,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496664.44,9933.29,2047.16,-382.72,23.0,4.0,85.19,-79.12,-1.58,89.0,-96.0,4 days 13:20:00.000000000,27,51.85,48.15,5.35
36,AWK,American Water Works Company Inc,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497335.63,9946.71,2396.59,-60.96,23.0,2.0,92.0,-83.85,-1.68,104.0,-30.0,6 days 09:36:00.000000000,25,68.0,32.0,39.31
37,AMP,Ameriprise Financial,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498898.86,9977.98,4517.18,-618.32,30.0,8.0,78.95,-431.48,-8.63,151.0,-77.0,3 days 19:34:44.210526315,38,39.47,60.53,7.31
38,ABC,AmerisourceBergen Corp,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498747.53,9974.95,4421.62,-674.09,21.0,4.0,84.0,-441.18,-8.82,211.0,-169.0,7 days 11:31:12.000000000,25,56.0,44.0,6.56
39,AME,AMETEK Inc.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495098.44,9901.97,975.98,-877.54,7.0,12.0,36.84,-392.04,-7.84,139.0,-73.0,8 days 02:31:34.736842105,19,5.26,94.74,1.11
40,AMGN,Amgen Inc.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494069.55,9881.39,346.87,-1277.32,3.0,8.0,27.27,-310.44,-6.21,116.0,-160.0,20 days 00:00:00.000000000,11,54.55,45.45,0.27
41,APH,Amphenol Corp,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497205.59,9944.11,2996.8,-791.21,12.0,5.0,70.59,-437.28,-8.75,250.0,-158.0,11 days 05:38:49.411764705,17,82.35,17.65,3.79
42,APC,Anadarko Petroleum Corp,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,500942.21,10018.84,5978.28,-36.07,17.0,3.0,85.0,-729.22,-14.58,352.0,-12.0,5 days 10:48:00.000000000,20,70.0,30.0,165.74
43,ADI,"Analog Devices, Inc.",Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,499348.05,9986.96,4501.61,-153.56,21.0,4.0,84.0,-417.06,-8.34,214.0,-38.0,6 days 18:14:24.000000000,25,56.0,44.0,29.31
44,ANSS,ANSYS,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498070.51,9961.41,3439.99,-369.48,21.0,4.0,84.0,-330.33,-6.61,164.0,-92.0,5 days 23:02:24.000000000,25,68.0,32.0,9.31
45,ANTM,Anthem Inc.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496957.86,9939.16,2166.25,-208.39,8.0,3.0,72.73,-699.66,-13.99,271.0,-69.0,14 days 17:27:16.363636363,11,72.73,27.27,10.4
46,AON,Aon plc,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495584.25,9911.68,1125.61,-541.36,16.0,10.0,61.54,-119.56,-2.39,70.0,-54.0,6 days 09:13:50.769230769,26,38.46,61.54,2.08
47,APA,Apache Corporation,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498913.74,9978.27,4494.24,-580.5,18.0,4.0,81.82,-281.71,-5.63,250.0,-145.0,8 days 10:54:32.727272727,22,81.82,18.18,7.74
48,AIV,Apartment Investment & Management,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494634.9,9892.7,339.9,-705.0,1.0,1.0,50.0,-118.8,-2.38,340.0,-705.0,3 days 12:00:00.000000000,2,0.0,100.0,0.48
49,AAPL,Apple Inc.,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496060.07,9921.2,2358.02,-1297.95,12.0,12.0,50.0,-587.76,-11.76,197.0,-108.0,5 days 01:00:00.000000000,24,25.0,75.0,1.82
50,AMAT,Applied Materials Inc.,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497011.3,9940.23,2850.8,-839.5,21.0,7.0,75.0,-402.0,-8.04,136.0,-120.0,4 days 11:08:34.285714285,28,21.43,78.57,3.4
51,APTV,Aptiv Plc,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,499863.3,9997.27,5025.48,-162.18,21.0,4.0,84.0,-646.12,-12.92,239.0,-41.0,6 days 21:07:12.000000000,25,52.0,48.0,30.99
52,ADM,Archer-Daniels-Midland Co,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497118.46,9942.37,2335.98,-217.52,20.0,4.0,83.33,-326.6,-6.53,117.0,-54.0,8 days 01:00:00.000000000,24,41.67,58.33,10.74
53,ARNC,Arconic Inc.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495258.42,9905.17,1493.75,-1235.33,3.0,3.0,50.0,-797.22,-15.94,498.0,-412.0,28 days 00:00:00.000000000,6,33.33,66.67,1.21
54,AJG,Arthur J. Gallagher & Co.,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495215.04,9904.3,716.41,-501.37,9.0,5.0,64.29,-282.15,-5.64,80.0,-100.0,7 days 22:17:08.571428571,14,14.29,85.71,1.43
55,AIZ,Assurant Inc.,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497101.2,9942.02,2164.48,-63.28,5.0,1.0,83.33,-378.5,-7.57,433.0,-63.0,37 days 08:00:00.000000000,6,83.33,16.67,34.2
56,T,AT&T Inc.,Telecommunication Services,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495841.78,9916.84,1503.07,-661.29,13.0,6.0,68.42,-305.6,-6.11,116.0,-110.0,9 days 06:18:56.842105263,19,21.05,78.95,2.27
57,ADSK,Autodesk Inc.,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497688.46,9953.77,3320.65,-632.19,14.0,7.0,66.67,-870.87,-17.42,237.0,-90.0,8 days 12:34:17.142857142,21,9.52,90.48,5.25
58,ADP,Automatic Data Processing,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494061.18,9881.22,0.0,-938.82,0.0001,3.0,0.0,-387.76,-7.76,0.0,-313.0,21 days 16:00:00.000000000,3,0.0,100.0,0.0
59,AZO,AutoZone Inc,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495470.03,9909.4,1660.8,-1190.77,12.0,7.0,63.16,-288.8,-5.78,138.0,-170.0,8 days 03:47:22.105263157,19,15.79,84.21,1.39
60,AVB,"AvalonBay Communities, Inc.",Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495525.63,9910.51,615.41,-89.78,7.0,2.0,77.78,-332.36,-6.65,88.0,-45.0,23 days 18:40:00.000000000,9,44.44,55.56,6.85
61,AVY,Avery Dennison Corp,Materials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495531.47,9910.63,922.5,-391.03,6.0,6.0,50.0,-578.6,-11.57,154.0,-65.0,14 days 14:00:00.000000000,12,8.33,91.67,2.36
62,BHGE,"Baker Hughes, a GE Company",Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497021.47,9940.43,2657.97,-636.5,9.0,4.0,69.23,-459.9,-9.2,295.0,-159.0,16 days 20:18:27.692307692,13,61.54,38.46,4.18
63,BLL,Ball Corp,Materials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498862.59,9977.25,4109.96,-247.37,24.0,4.0,85.71,-157.32,-3.15,171.0,-62.0,5 days 20:34:17.142857142,28,82.14,17.86,16.61
64,BAC,Bank of America Corp,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494369.36,9887.39,48.3,-678.94,1.0,2.0,33.33,-323.84,-6.48,48.0,-339.0,8 days 08:00:00.000000000,3,66.67,33.33,0.07
65,BAX,Baxter International Inc.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494073.9,9881.48,377.78,-1303.88,2.0,4.0,33.33,-538.02,-10.76,189.0,-326.0,29 days 00:00:00.000000000,6,0.0,100.0,0.29
66,BBT,BB&T Corporation,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497274.88,9945.5,2689.95,-415.07,19.0,8.0,70.37,-114.45,-2.29,142.0,-52.0,6 days 17:46:40.000000000,27,74.07,25.93,6.48
67,BDX,Becton Dickinson,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495529.11,9910.58,742.77,-213.66,4.0,2.0,66.67,-320.04,-6.4,186.0,-107.0,20 days 16:00:00.000000000,6,33.33,66.67,3.48
68,BBY,Best Buy Co. Inc.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495058.52,9901.17,888.15,-829.63,7.0,7.0,50.0,-250.04,-5.0,127.0,-119.0,11 days 15:25:42.857142857,14,7.14,92.86,1.07
69,BIIB,Biogen Inc.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497896.61,9957.93,3239.47,-342.86,11.0,3.0,78.57,-1593.6,-31.87,294.0,-114.0,14 days 01:42:51.428571428,14,42.86,57.14,9.45
70,BLK,BlackRock,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496670.15,9933.4,2367.29,-697.14,19.0,7.0,73.08,-345.73,-6.91,125.0,-100.0,6 days 02:46:09.230769230,26,50.0,50.0,3.4
71,HRB,Block H&R,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498285.75,9965.72,3852.55,-566.8,30.0,10.0,75.0,-403.52,-8.07,128.0,-57.0,4 days 02:24:00.000000000,40,50.0,50.0,6.8
72,BA,Boeing Company,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495576.07,9911.52,1956.97,-1380.9,2.0,1.0,66.67,-1137.12,-22.74,978.0,-1381.0,25 days 16:00:00.000000000,3,66.67,33.33,1.42
73,BKNG,Booking Holdings Inc,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497281.32,9945.63,2577.93,-296.61,17.0,4.0,80.95,-367.71,-7.35,152.0,-74.0,7 days 03:25:42.857142857,21,33.33,66.67,8.69
74,BWA,BorgWarner,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498244.83,9964.9,3825.22,-580.39,18.0,4.0,81.82,-386.4,-7.73,213.0,-145.0,8 days 22:54:32.727272727,22,77.27,22.73,6.59
75,BXP,Boston Properties,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495503.83,9910.08,503.83,0.0,2.0,0.0001,100.0,-500.61,-10.01,252.0,0.0,22 days 00:00:00.000000000,2,50.0,50.0,inf
76,BSX,Boston Scientific,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497924.17,9958.48,3506.91,-582.74,23.0,10.0,69.7,-301.3,-6.03,152.0,-58.0,4 days 08:00:00.000000000,33,39.39,60.61,6.02
77,BHF,Brighthouse Financial Inc,Financials,94 days 00:00:00.000000000,2019-05-06,2019-08-08,494594.99,9891.9,224.64,-629.65,2.0,3.0,40.0,-665.6,-13.31,112.0,-210.0,15 days 00:00:00.000000000,5,100.0,0.0,0.36
78,BMY,Bristol-Myers Squibb,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495060.58,9901.21,598.43,-537.85,3.0,6.0,33.33,-802.62,-16.05,199.0,-90.0,8 days 02:40:00.000000000,9,66.67,33.33,1.11
79,AVGO,Broadcom,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495737.18,9914.74,1631.74,-894.56,3.0,1.0,75.0,-833.28,-16.67,544.0,-895.0,38 days 18:00:00.000000000,4,100.0,0.0,1.82
80,CHRW,C. H. Robinson Worldwide,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494899.8,9898.0,0.0,-100.2,0.0001,1.0,0.01,-437.19,-8.74,0.0,-100.0,0 days 00:00:00.000000000,1,100.0,0.0,0.0
81,CA,"CA, Inc.",Information Technology,21 days 00:00:00.000000000,2019-05-17,2019-06-07,495144.3,9902.89,144.3,0.0,1.0,1.0,50.0,0.0,0.0,144.0,0.0,0 days 12:00:00.000000000,2,100.0,0.0,inf
82,COG,Cabot Oil & Gas,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495443.38,9908.87,873.07,-429.69,5.0,2.0,71.43,-521.38,-10.43,175.0,-215.0,30 days 00:00:00.000000000,7,14.29,85.71,2.03
83,CAH,Cardinal Health Inc.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498650.3,9973.01,3721.22,-70.92,20.0,2.0,90.91,-544.26,-10.89,186.0,-35.0,5 days 09:49:05.454545454,22,40.91,59.09,52.47
84,KMX,Carmax Inc,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498589.79,9971.8,3589.79,0.0,10.0,1.0,90.91,-220.58,-4.41,359.0,0.0,18 days 21:49:05.454545454,11,54.55,45.45,inf
85,CCL,Carnival Corp.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497160.34,9943.21,2863.56,-703.22,14.0,4.0,77.78,-535.78,-10.72,205.0,-176.0,6 days 13:20:00.000000000,18,61.11,38.89,4.07
86,CAT,Caterpillar Inc.,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495199.67,9903.99,199.67,0.0,1.0,0.0001,99.99,-314.8,-6.3,200.0,0.0,0 days 00:00:00.000000000,1,0.0,100.0,inf
87,CBOE,Cboe Global Markets,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,499006.92,9980.14,4216.84,-209.92,29.0,4.0,87.88,-234.0,-4.68,145.0,-52.0,3 days 19:38:10.909090909,33,63.64,36.36,20.09
88,CBRE,CBRE Group,Real Estate,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495627.35,9912.55,1735.42,-1108.07,13.0,6.0,68.42,-351.48,-7.03,133.0,-185.0,9 days 03:47:22.105263157,19,31.58,68.42,1.57
89,CBS,CBS Corp.,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496084.24,9921.68,1874.08,-789.84,14.0,5.0,73.68,-541.8,-10.84,134.0,-158.0,10 days 11:22:06.315789473,19,42.11,57.89,2.37
90,CELG,Celgene Corp.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498230.2,9964.6,3900.61,-670.41,22.0,9.0,70.97,-281.78,-5.64,177.0,-74.0,4 days 13:09:40.645161290,31,35.48,64.52,5.82
91,CNC,Centene Corporation,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497473.97,9949.48,2596.19,-122.22,6.0,1.0,85.71,-608.79,-12.18,433.0,-122.0,28 days 03:25:42.857142857,7,28.57,71.43,21.24
92,CNP,CenterPoint Energy,Utilities,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495726.31,9914.53,930.37,-204.06,12.0,1.0,92.31,-287.18,-5.74,78.0,-204.0,8 days 12:55:23.076923076,13,61.54,38.46,4.56
93,CTL,CenturyLink Inc,Telecommunication Services,234 days 00:00:00.000000000,2018-12-17,2019-08-08,499957.71,9999.15,5493.58,-535.87,25.0,7.0,78.12,-394.58,-7.89,220.0,-77.0,4 days 15:00:00.000000000,32,37.5,62.5,10.25
94,CERN,Cerner,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498646.59,9972.93,3942.65,-296.06,23.0,5.0,82.14,-338.52,-6.77,171.0,-59.0,6 days 00:00:00.000000000,28,67.86,32.14,13.32
95,CF,CF Industries Holdings Inc,Materials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,496143.9,9922.88,1165.23,-21.33,4.0,2.0,66.67,-579.42,-11.59,291.0,-11.0,28 days 16:00:00.000000000,6,100.0,0.0,54.63
96,SCHW,Charles Schwab Corporation,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495610.02,9912.2,610.02,0.0,2.0,0.0001,100.0,-272.06,-5.44,305.0,0.0,115 days 12:00:00.000000000,2,0.0,100.0,inf
97,CHTR,Charter Communications,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497590.02,9951.8,2703.11,-113.09,15.0,2.0,88.24,-382.24,-7.64,180.0,-57.0,9 days 08:28:14.117647058,17,64.71,35.29,23.9
98,CVX,Chevron Corp.,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495571.44,9911.43,1263.19,-691.75,10.0,4.0,71.43,-474.32,-9.49,126.0,-173.0,9 days 12:00:00.000000000,14,35.71,64.29,1.83
99,CMG,Chipotle Mexican Grill,Consumer Discretionary,234 days 00:00:00.000000000,2018-12-17,2019-08-08,498803.21,9976.06,4572.28,-769.07,14.0,7.0,66.67,-329.0,-6.58,327.0,-110.0,8 days 20:34:17.142857142,21,28.57,71.43,5.95
100,CB,Chubb Limited,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494846.32,9896.93,471.22,-624.9,5.0,4.0,55.56,-163.8,-3.28,94.0,-156.0,23 days 05:20:00.000000000,9,11.11,88.89,0.75
101,CHD,Church & Dwight,Consumer Staples,234 days 00:00:00.000000000,2018-12-17,2019-08-08,494347.26,9886.95,0.0,-652.74,0.0001,1.0,0.01,-370.12,-7.4,0.0,-653.0,0 days 00:00:00.000000000,1,0.0,100.0,0.0
102,CI,CIGNA Corp.,Health Care,234 days 00:00:00.000000000,2018-12-17,2019-08-08,501210.06,10024.2,6210.06,0.0,27.0,0.0001,100.0,-815.75,-16.31,230.0,0.0,6 days 16:53:20.000000000,27,48.15,51.85,inf
103,XEC,Cimarex Energy,Energy,234 days 00:00:00.000000000,2018-12-17,2019-08-08,497317.37,9946.35,3591.89,-1274.52,16.0,6.0,72.73,-361.02,-7.22,224.0,-212.0,8 days 06:32:43.636363636,22,81.82,18.18,2.82
104,CINF,Cincinnati Financial,Financials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495666.15,9913.32,1309.55,-643.4,10.0,10.0,50.0,-120.0,-2.4,131.0,-64.0,8 days 15:36:00.000000000,20,25.0,75.0,2.04
105,CTAS,Cintas Corporation,Industrials,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495414.84,9908.3,822.41,-407.57,8.0,6.0,57.14,-139.68,-2.79,103.0,-68.0,7 days 01:42:51.428571428,14,42.86,57.14,2.02
106,CSCO,Cisco Systems,Information Technology,234 days 00:00:00.000000000,2018-12-17,2019-08-08,495202.17,9904.04,997.82,-795.65,3.0,2.0,60.0,-489.81,-9.8,333.0,-398.0,42 days 00:00:00.000000000,5,80.0,20.0,1.25
